"full_name","description","html_url","language","stargazers_count","forks_count","created_at","updated_at"
"Hackstar7/WanaCry","WannaCry Ransomware","https://github.com/Hackstar7/WanaCry",,"137","58","2017-05-13T08:26:55Z","2025-05-07T18:23:15Z"
"Seabreg/Regshot","Regshot is a small, free and open-source registry compare utility that allows you to quickly take a snapshot of your registry and then compare it with a second one - done after doing system changes or installing a new software product","https://github.com/Seabreg/Regshot",,"362","33","2019-06-15T23:54:56Z","2025-05-17T19:00:39Z"
"Velocidex/WinPmem","The multi-platform memory acquisition tool.","https://github.com/Velocidex/WinPmem","C","790","112","2019-05-17T05:10:59Z","2025-05-16T00:21:04Z"
"thimbleweed/All-In-USB",,"https://github.com/thimbleweed/All-In-USB","PHP","145","56","2012-01-12T09:53:51Z","2025-04-01T13:58:21Z"
"gchq/CyberChef","The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis","https://github.com/gchq/CyberChef","JavaScript","31241","3504","2016-11-28T10:34:07Z","2025-05-18T11:24:49Z"
"S3cur3Th1sSh1t/Excel-Phish","Phish password protected Excel-Files","https://github.com/S3cur3Th1sSh1t/Excel-Phish","VBA","104","19","2020-12-14T20:05:38Z","2025-04-10T21:39:13Z"
"CVEProject/cvelist","Pilot program for CVE submission through GitHub. CVE Record Submission via Pilot PRs ending 6/30/2023","https://github.com/CVEProject/cvelist",,"1466","767","2020-11-02T19:30:55Z","2025-05-18T12:00:48Z"
"phantomcyber/playbooks","Phantom Community Playbooks","https://github.com/phantomcyber/playbooks","Python","500","205","2015-08-31T22:35:12Z","2025-05-05T08:26:09Z"
"payloadbox/xss-payload-list","­ƒÄ» Cross Site Scripting ( XSS ) Vulnerability Payload List","https://github.com/payloadbox/xss-payload-list",,"7079","1787","2018-04-23T06:09:29Z","2025-05-18T08:36:42Z"
"keydet89/RegRipper3.0","RegRipper3.0","https://github.com/keydet89/RegRipper3.0","Perl","604","131","2020-05-27T15:24:38Z","2025-05-15T11:04:51Z"
"rapid7/warvox",,"https://github.com/rapid7/warvox","Ruby","206","56","2011-11-08T21:34:07Z","2024-12-02T08:44:18Z"
"rasta-mouse/Rosplant",,"https://github.com/rasta-mouse/Rosplant","C#","52","2","2021-09-16T12:28:25Z","2025-04-17T00:30:13Z"
"praetorian-inc/purple-team-attack-automation","Praetorian's public release of our Metasploit automation of MITRE ATT&CKÔäó TTPs","https://github.com/praetorian-inc/purple-team-attack-automation","Ruby","722","119","2019-04-08T19:56:41Z","2025-04-08T20:29:30Z"
"praetorian-inc/pentestly","Python and Powershell internal penetration testing framework","https://github.com/praetorian-inc/pentestly","Python","719","140","2016-02-16T14:24:23Z","2025-05-12T01:37:54Z"
"infobyte/evilgrade","Evilgrade is a modular framework that allows the user to take advantage of poor upgrade implementations by injecting fake updates.","https://github.com/infobyte/evilgrade","Perl","1311","281","2013-04-22T16:08:48Z","2025-05-17T14:06:10Z"
"google/grr","GRR Rapid Response: remote live forensics for incident response","https://github.com/google/grr","Python","4899","780","2013-12-04T00:17:53Z","2025-05-17T17:59:24Z"
"chris-short/sptoolkit","Simple Phishing Toolkit is a super easy to install and use phishing framework built to help Information Security professionals find human vulnerabilities","https://github.com/chris-short/sptoolkit","PHP","26","7","2013-11-06T19:53:17Z","2025-04-14T19:27:14Z"
"diegocr/netcat","NetCat for Windows","https://github.com/diegocr/netcat","C","842","244","2011-04-21T00:17:24Z","2025-05-18T02:47:14Z"
"AlgoSecure/Pollenisator","Collaborative pentest tool with highly customizable tools","https://github.com/AlgoSecure/Pollenisator","Python","74","10","2020-03-17T16:25:32Z","2025-04-23T09:31:05Z"
"cuckoosandbox/cuckoo","Cuckoo Sandbox is an automated dynamic malware analysis system","https://github.com/cuckoosandbox/cuckoo","JavaScript","5683","1710","2011-09-07T12:12:38Z","2025-05-17T20:55:01Z"
"QAX-A-Team/CobaltStrike-Toolset","Aggressor Script, Kits, Malleable C2 Profiles, External C2 and so on","https://github.com/QAX-A-Team/CobaltStrike-Toolset","PowerShell","550","103","2018-10-27T04:33:19Z","2025-05-14T20:36:20Z"
"MichaelKoczwara/Awesome-CobaltStrike-Defence","Defences against Cobalt Strike","https://github.com/MichaelKoczwara/Awesome-CobaltStrike-Defence",,"1283","189","2021-01-01T16:44:42Z","2025-05-01T14:28:26Z"
"aleenzz/Cobalt_Strike_wiki","Cobalt Strikeþ│╗Õêù","https://github.com/aleenzz/Cobalt_Strike_wiki",,"2330","587","2019-03-30T11:27:50Z","2025-05-18T00:16:07Z"
"hashcat/kwprocessor","Advanced keyboard-walk generator with configureable basechars, keymap and routes","https://github.com/hashcat/kwprocessor","C","569","85","2016-08-15T08:15:26Z","2025-04-30T07:43:10Z"
"CCXLabs/CCXDigger","The CyberCX Digger project is designed to help Australian organisations determine if they have been impacted by certain high profile cyber security incidents. Digger provides threat hunting functionality packaged in a simple-to-use tool, allowing users to detect certain attacker activities; all for free.","https://github.com/CCXLabs/CCXDigger",,"47","1","2020-09-09T03:56:17Z","2024-08-13T12:44:22Z"
"NextronSystems/APTSimulator","A toolset to make a system look as if it was the victim of an APT attack","https://github.com/NextronSystems/APTSimulator","Batchfile","2593","441","2018-02-03T14:19:42Z","2025-05-16T11:39:32Z"
"jwardsmith/CRTO-Summary","My private CRTO summary.","https://github.com/jwardsmith/CRTO-Summary",,"1","0","2021-08-13T05:25:37Z","2025-05-09T11:56:29Z"
"rasta-mouse/ThreatCheck","Identifies the bytes that Microsoft Defender  / AMSI Consumer flags on.","https://github.com/rasta-mouse/ThreatCheck","C#","1201","143","2020-10-08T11:22:26Z","2025-05-16T16:05:30Z"
"CCob/SweetPotato","Local Service to SYSTEM privilege escalation from Windows 7 to Windows 10 / Server 2019","https://github.com/CCob/SweetPotato","C#","1708","230","2020-04-12T17:40:03Z","2025-05-18T09:59:36Z"
"GhostPack/SharpWMI","SharpWMI is a C# implementation of various WMI functionality.","https://github.com/GhostPack/SharpWMI","C#","757","137","2018-07-24T17:44:35Z","2025-04-19T16:29:20Z"
"GhostPack/SharpUp","SharpUp is a C# port of various PowerUp functionality.","https://github.com/GhostPack/SharpUp","C#","1355","254","2018-07-24T17:39:33Z","2025-05-15T18:42:36Z"
"mandiant/SharPersist",,"https://github.com/mandiant/SharPersist","C#","1465","259","2019-06-21T13:32:14Z","2025-05-08T12:01:23Z"
"djhohnstein/SharpChromium",".NET 4.0 CLR Project to retrieve Chromium data, such as cookies, history and saved logins.","https://github.com/djhohnstein/SharpChromium","C#","719","100","2018-08-06T21:25:21Z","2025-05-15T11:03:38Z"
"tyranid/oleviewdotnet","A .net OLE/COM viewer and inspector to merge functionality of OleView and Test Container","https://github.com/tyranid/oleviewdotnet","C#","1263","190","2010-11-06T13:03:20Z","2025-05-17T13:23:06Z"
"Kevin-Robertson/InveighZero",".NET IPv4/IPv6 machine-in-the-middle tool for penetration testers","https://github.com/Kevin-Robertson/InveighZero",,"796","118","2018-11-04T23:29:42Z","2025-05-07T11:12:53Z"
"tomcarver16/ADSearch","A tool to help query AD via the LDAP protocol","https://github.com/tomcarver16/ADSearch","C#","547","57","2020-06-17T22:21:41Z","2025-05-16T15:13:34Z"
"GreyCorbel/admpwd","AdmPwd project","https://github.com/GreyCorbel/admpwd","C#","85","28","2016-11-26T20:25:38Z","2025-04-17T00:42:35Z"
"RedSiege/EyeWitness","EyeWitness is designed to take screenshots of websites, provide some server header info, and identify default credentials if possible.","https://github.com/RedSiege/EyeWitness","Python","5293","872","2014-02-26T16:23:25Z","2025-05-18T06:39:23Z"
"n3t1nv4d3/AzRedTeamEnumScript","Azure AD RedTeam Full Enumeration Script used to query all aspects of your target Azure tenant.","https://github.com/n3t1nv4d3/AzRedTeamEnumScript","PowerShell","70","19","2021-07-30T18:30:48Z","2025-02-25T23:14:40Z"
"dafthack/MailSniper","MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used as a non-administrative user to search their own email, or by an administrator to search the mailboxes of every user in a domain.","https://github.com/dafthack/MailSniper","PowerShell","3063","581","2016-09-08T00:36:51Z","2025-05-17T16:15:55Z"
"rbsec/dnscan",,"https://github.com/rbsec/dnscan","Python","1203","409","2013-03-13T10:42:07Z","2025-05-17T14:48:22Z"
"its-a-feature/Mythic","A collaborative, multi-platform, red teaming framework","https://github.com/its-a-feature/Mythic","JavaScript","3656","466","2018-07-05T02:09:59Z","2025-05-18T09:14:20Z"
"nettitude/PoshC2","A proxy aware C2 framework used to aid red teamers with post-exploitation and lateral movement.","https://github.com/nettitude/PoshC2","PowerShell","1916","341","2018-07-23T08:53:32Z","2025-05-14T15:10:01Z"
"rsmudge/ZeroLogon-BOF",,"https://github.com/rsmudge/ZeroLogon-BOF","C","158","37","2020-09-17T02:07:13Z","2025-04-17T00:36:18Z"
"winsiderss/systeminformer","A free, powerful, multi-purpose tool that helps you monitor system resources, debug software and detect malware. Brought to you by Winsider Seminars & Solutions, Inc. @ http://www.windows-internals.com","https://github.com/winsiderss/systeminformer","C","11881","1469","2016-02-01T08:10:21Z","2025-05-18T08:39:49Z"
"JohnHammond/poor-mans-pentest","This a collection of the code that I have written for the Poor Man's Pentest presentation.","https://github.com/JohnHammond/poor-mans-pentest","Shell","564","181","2019-11-09T13:00:52Z","2025-05-18T10:26:26Z"
"cube0x0/CVE-2021-1675","C# and Impacket implementation of PrintNightmare CVE-2021-1675/CVE-2021-34527","https://github.com/cube0x0/CVE-2021-1675","C#","1891","584","2021-06-29T17:24:14Z","2025-05-17T22:16:33Z"
"calebstewart/CVE-2021-1675","Pure PowerShell implementation of CVE-2021-1675 Print Spooler Local Privilege Escalation (PrintNightmare)","https://github.com/calebstewart/CVE-2021-1675","PowerShell","1054","230","2021-07-01T23:45:58Z","2025-05-14T13:38:55Z"
"silence-is-best/files",,"https://github.com/silence-is-best/files",,"98","60","2020-10-27T22:24:06Z","2025-05-13T22:15:30Z"
"silence-is-best/c2db","c2 traffic","https://github.com/silence-is-best/c2db",,"188","20","2019-10-09T17:29:57Z","2025-03-24T02:41:07Z"
"d1pakda5/PowerShell-for-Pentesters","PowerShell for Pentesters","https://github.com/d1pakda5/PowerShell-for-Pentesters","PowerShell","168","93","2017-11-22T20:15:22Z","2025-04-26T21:05:12Z"
"darkoperator/Posh-SSH","PowerShell Module for automating tasks on remote systems using SSH","https://github.com/darkoperator/Posh-SSH","C#","1004","224","2012-10-13T03:14:01Z","2025-05-14T08:53:40Z"
"darkoperator/dnsrecon","DNS Enumeration Script","https://github.com/darkoperator/dnsrecon","Python","2770","556","2010-12-16T03:25:49Z","2025-05-15T23:30:20Z"
"darkoperator/Posh-Shodan","PowerShell Module to interact with the Shodan service","https://github.com/darkoperator/Posh-Shodan","PowerShell","140","55","2014-01-13T00:20:11Z","2025-04-29T09:58:09Z"
"darkoperator/Posh-SecMod","PowerShell Module with Security cmdlets for security work ","https://github.com/darkoperator/Posh-SecMod","PowerShell","443","87","2012-06-30T01:20:31Z","2025-05-14T08:47:09Z"
"archcraft-os/archcraft","// Source : ISO","https://github.com/archcraft-os/archcraft","Shell","3258","112","2020-07-11T13:19:01Z","2025-05-18T06:15:08Z"
"Invoke-IR/Uproot","Currently not updated for WMIEvent module...","https://github.com/Invoke-IR/Uproot","PowerShell","263","33","2014-10-07T04:24:00Z","2025-03-14T23:58:41Z"
"mandiant/flare-wmi",,"https://github.com/mandiant/flare-wmi","C++","428","109","2015-08-05T01:04:21Z","2025-05-04T00:40:40Z"
"mattifestation/CimSweep","CimSweep is a suite of CIM/WMI-based tools that enable the ability to perform incident response and hunting operations remotely across all versions of Windows.","https://github.com/mattifestation/CimSweep","PowerShell","653","145","2016-01-30T04:58:19Z","2025-04-11T18:38:49Z"
"proxb/PoshEventUI","UI used to manage Permanent WMI Event Consumers","https://github.com/proxb/PoshEventUI","PowerShell","13","4","2014-11-19T14:05:13Z","2023-02-18T19:27:06Z"
"realparisi/WMI_Monitor","Log newly created WMI consumers and processes to the Windows Application event log","https://github.com/realparisi/WMI_Monitor","PowerShell","124","24","2016-08-05T17:44:36Z","2024-09-23T13:31:27Z"
"luctalpe/WMIMon","Tool to monitor WMI activity on Windows","https://github.com/luctalpe/WMIMon","C++","282","50","2017-05-05T09:13:34Z","2025-05-10T16:07:17Z"
"RedSiege/WMImplant","This is a PowerShell based tool that is designed to act like a RAT. Its interface is that of a shell where any command that is supported is translated into a WMI-equivalent for use on a network/remote machine. WMImplant is WMI based.","https://github.com/RedSiege/WMImplant","PowerShell","815","146","2016-05-24T14:00:14Z","2025-05-16T12:24:26Z"
"Sw4mpf0x/PowerLurk","Malicious WMI Events using PowerShell","https://github.com/Sw4mpf0x/PowerLurk","PowerShell","386","71","2016-07-13T20:07:25Z","2025-05-16T16:56:08Z"
"0xbadjuju/WheresMyImplant","A Bring Your Own Land Toolkit that Doubles as a WMI Provider","https://github.com/0xbadjuju/WheresMyImplant","C#","285","58","2017-09-22T19:40:40Z","2025-02-06T12:44:31Z"
"0xbadjuju/PowerProvider",,"https://github.com/0xbadjuju/PowerProvider","PowerShell","40","13","2017-09-22T20:57:42Z","2025-02-06T12:44:27Z"
"davehull/Kansa","A Powershell incident response framework","https://github.com/davehull/Kansa","PowerShell","1602","273","2014-03-09T07:08:39Z","2025-05-16T23:13:01Z"
"hacktoolspack/hack-tools","hack tools","https://github.com/hacktoolspack/hack-tools","Python","1113","491","2017-04-30T10:59:56Z","2025-05-18T11:19:49Z"
"mandiant/flare-vm","A collection of software installations scripts for Windows systems that allows you to easily setup and maintain a reverse engineering environment on a VM.","https://github.com/mandiant/flare-vm","Python","7270","992","2017-07-05T21:17:16Z","2025-05-18T07:46:25Z"
"AlessandroZ/LaZagne","Credentials recovery project","https://github.com/AlessandroZ/LaZagne","Python","10043","2071","2015-02-16T14:10:02Z","2025-05-18T00:03:43Z"
"InteliSecureLabs/Linux_Exploit_Suggester","Linux Exploit Suggester; based on operating system release number ","https://github.com/InteliSecureLabs/Linux_Exploit_Suggester","Perl","1788","408","2013-08-26T16:31:12Z","2025-05-09T07:47:01Z"
"CISOfy/lynis","Lynis - Security auditing tool for Linux, macOS, and UNIX-based systems. Assists with compliance testing (HIPAA/ISO27001/PCI DSS) and system hardening. Agentless, and installation optional.","https://github.com/CISOfy/lynis","Shell","14185","1525","2013-12-10T14:00:49Z","2025-05-17T16:13:40Z"
"zux0x3a/0xsp-Mongoose","a unique framework for cybersecurity simulation and red teaming operations, windows auditing for newer vulnerabilities, misconfigurations and privilege escalations attacks, replicate the tactics and techniques of an advanced adversary in a network.","https://github.com/zux0x3a/0xsp-Mongoose","Pascal","537","122","2019-06-12T20:12:16Z","2025-04-13T16:04:06Z"
"jaredcatkinson/EvilNetConnectionWMIProvider",,"https://github.com/jaredcatkinson/EvilNetConnectionWMIProvider","C#","79","31","2015-07-15T17:49:48Z","2025-04-17T00:37:35Z"
"redcanaryco/invoke-atomicredteam","Invoke-AtomicRedTeam is a PowerShell module to execute tests as defined in the [atomics folder](https://github.com/redcanaryco/atomic-red-team/tree/master/atomics) of Red Canary's Atomic Red Team project.","https://github.com/redcanaryco/invoke-atomicredteam","PowerShell","907","215","2020-02-07T15:01:41Z","2025-05-18T01:49:24Z"
"swisskyrepo/DamnWebScanner","Another web vulnerabilities scanner, this extension works on Chrome and Opera","https://github.com/swisskyrepo/DamnWebScanner","Python","457","158","2016-12-24T16:41:24Z","2025-05-18T08:09:54Z"
"swisskyrepo/Vulny-Code-Static-Analysis","Python script to detect vulnerabilities inside PHP source code using static analysis, based on regex","https://github.com/swisskyrepo/Vulny-Code-Static-Analysis","PHP","404","139","2017-05-14T20:56:38Z","2025-04-20T12:58:20Z"
"kozmic/laravel-poc-CVE-2018-15133","PoC for CVE-2018-15133 (Laravel unserialize vulnerability)","https://github.com/kozmic/laravel-poc-CVE-2018-15133","Dockerfile","251","36","2018-08-14T18:51:50Z","2025-02-18T09:45:11Z"
"jorijn/laravel-security-checker","Added Laravel functionality to Enlightn Security Checker. Adds a command to check for, and optionally emails you, vulnerabilities when they affect you.","https://github.com/jorijn/laravel-security-checker","PHP","200","26","2017-07-20T17:21:13Z","2025-03-23T09:55:20Z"
"crowsec-edtech/larasploit","Laravel Automated Vulnerability Scanner","https://github.com/crowsec-edtech/larasploit","PHP","72","15","2021-03-17T14:58:18Z","2025-05-18T08:10:07Z"
"blaCCkHatHacEEkr/PENTESTING-BIBLE","articles","https://github.com/blaCCkHatHacEEkr/PENTESTING-BIBLE",,"13156","2384","2019-06-28T11:26:57Z","2025-05-18T06:56:48Z"
"bettercap/bettercap","The Swiss Army knife for 802.11, BLE, HID, CAN-bus, IPv4 and IPv6 networks reconnaissance and MITM attacks.","https://github.com/bettercap/bettercap","Go","17594","1528","2018-01-07T15:30:41Z","2025-05-18T01:37:20Z"
"trimstray/the-book-of-secret-knowledge","A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.","https://github.com/trimstray/the-book-of-secret-knowledge",,"169471","10599","2018-06-23T10:43:14Z","2025-05-18T12:32:55Z"
"coj337/TheSprayer","TheSprayer is a cross-platform tool designed to help penetration testers spray passwords against an Active Directory domain without locking out accounts. ","https://github.com/coj337/TheSprayer","C#","34","6","2021-05-27T15:08:49Z","2025-05-02T18:34:14Z"
"jfmaes/SharpLNKGen-UI","UI for creating LNKs","https://github.com/jfmaes/SharpLNKGen-UI","C#","104","14","2021-06-16T13:31:35Z","2025-05-04T08:58:21Z"
"nullbind/Powershellery","This repo contains Powershell scripts used for general hackery.","https://github.com/nullbind/Powershellery","PowerShell","572","120","2013-12-19T15:55:12Z","2025-05-15T12:59:29Z"
"1N3/IntruderPayloads","A collection of Burpsuite Intruder payloads, BurpBounty payloads, fuzz lists, malicious file uploads and web pentesting methodologies and checklists.","https://github.com/1N3/IntruderPayloads","BlitzBasic","3793","1193","2015-10-29T14:57:06Z","2025-05-17T18:28:34Z"
"foospidy/payloads","Git All the Payloads! A collection of web attack payloads.","https://github.com/foospidy/payloads","Shell","3779","977","2016-02-21T21:27:15Z","2025-05-18T08:50:21Z"
"skelsec/pypykatz","Mimikatz implementation in pure Python","https://github.com/skelsec/pypykatz","Python","3022","392","2018-05-25T22:21:20Z","2025-05-17T08:08:40Z"
"kautukkundan/Awesome-Profile-README-templates","A collection of awesome readme templates to display on your profile","https://github.com/kautukkundan/Awesome-Profile-README-templates","JavaScript","10984","7416","2020-07-09T07:38:21Z","2025-05-17T00:39:03Z"
"byt3bl33d3r/arpspoof","Python clone of arpspoof that can poison hosts via arp-requests as well as arp-replies","https://github.com/byt3bl33d3r/arpspoof","Python","193","66","2014-03-21T02:45:06Z","2025-05-11T14:47:27Z"
"byt3bl33d3r/OffensiveNim","My experiments in weaponizing Nim (https://nim-lang.org/)","https://github.com/byt3bl33d3r/OffensiveNim","Nim","2930","359","2020-11-08T23:46:06Z","2025-05-17T16:21:38Z"
"ShawnDEvans/smbmap","SMBMap is a handy SMB enumeration tool","https://github.com/ShawnDEvans/smbmap","Python","1899","360","2015-03-16T13:15:00Z","2025-05-13T12:52:09Z"
"jobroche/CredCrack","A fast and stealthy credential harvester","https://github.com/jobroche/CredCrack","Python","623","106","2015-07-24T03:11:00Z","2025-04-23T20:05:28Z"
"maaaaz/CrackMapExecWin","The great CrackMapExec tool compiled for Windows","https://github.com/maaaaz/CrackMapExecWin","PowerShell","260","71","2015-11-01T19:02:00Z","2025-01-16T17:33:25Z"
"alphaSeclab/windows-security","Resources About Windows Security. 1100+ Open Source Tools. 3300+ Blog Post and Videos.","https://github.com/alphaSeclab/windows-security",,"490","113","2020-02-20T02:11:21Z","2025-04-28T14:04:44Z"
"alphaSeclab/cobalt-strike","Resources About Cobalt Strike. 100+ Tools And 200+ Posts.","https://github.com/alphaSeclab/cobalt-strike",,"250","83","2020-05-31T01:53:52Z","2025-05-16T01:41:08Z"
"r4wd3r/RID-Hijacking","Windows RID Hijacking persistence technique","https://github.com/r4wd3r/RID-Hijacking","PowerShell","174","43","2018-07-14T18:48:51Z","2025-04-19T21:38:35Z"
"xorrior/RandomPS-Scripts","PowerShell Scripts focused on Post-Exploitation Capabilities","https://github.com/xorrior/RandomPS-Scripts","PowerShell","318","86","2015-02-25T04:52:01Z","2025-04-04T05:35:01Z"
"jborean93/pypsrp","PowerShell Remoting Protocol for Python","https://github.com/jborean93/pypsrp","Python","343","52","2018-03-24T05:30:09Z","2025-05-15T08:39:53Z"
"NytroRST/NetRipper","NetRipper - Smart traffic sniffing for penetration testers","https://github.com/NytroRST/NetRipper","PowerShell","1370","317","2015-07-14T20:31:04Z","2025-05-02T10:46:20Z"
"huntergregal/mimipenguin","A tool to dump the login password from the current linux user","https://github.com/huntergregal/mimipenguin","C","3951","644","2017-03-28T21:24:28Z","2025-05-16T12:14:58Z"
"orlyjamie/mimikittenz","A post-exploitation powershell tool for extracting juicy info from memory.","https://github.com/orlyjamie/mimikittenz","PowerShell","1844","334","2016-07-04T13:57:18Z","2025-05-15T10:47:55Z"
"klsecservices/Invoke-Vnc","Powershell VNC injector","https://github.com/klsecservices/Invoke-Vnc","C","337","74","2017-02-08T15:58:55Z","2025-04-17T00:46:03Z"
"ctxis/wsuspect-proxy","WSUSpect Proxy - a tool for MITM'ing insecure WSUS connections","https://github.com/ctxis/wsuspect-proxy","Python","241","44","2015-10-22T09:03:16Z","2025-03-14T23:59:47Z"
"pimps/wsuxploit","This is a weaponized WSUS exploit","https://github.com/pimps/wsuxploit","Shell","285","45","2017-06-30T01:06:41Z","2025-04-24T04:26:19Z"
"initstring/dirty_sock","Linux privilege escalation exploit via snapd (CVE-2019-7304)","https://github.com/initstring/dirty_sock","Python","669","147","2019-02-12T06:02:06Z","2025-05-06T11:48:36Z"
"jwardsmith/Active-Directory-Exploitation","This cheatsheet contains Active Directory (AD) exploitation techniques, showcasing methods used to identify and abuse misconfigurations or weaknesses within AD environments.","https://github.com/jwardsmith/Active-Directory-Exploitation",,"39","15","2021-07-21T03:08:29Z","2025-05-09T11:16:42Z"
"Kevin-Robertson/Inveigh",".NET IPv4/IPv6 machine-in-the-middle tool for penetration testers","https://github.com/Kevin-Robertson/Inveigh","C#","2702","462","2015-04-02T18:04:41Z","2025-05-15T18:22:53Z"
"padovah4ck/PSByPassCLM","Bypass for PowerShell Constrained Language Mode","https://github.com/padovah4ck/PSByPassCLM","C#","390","51","2018-09-13T07:27:18Z","2025-05-09T18:00:32Z"
"andrewjkerr/security-cheatsheets","­ƒöÆ A collection of cheatsheets for various infosec tools and topics.","https://github.com/andrewjkerr/security-cheatsheets",,"1317","527","2013-11-06T03:44:06Z","2025-05-06T08:05:00Z"
"the-useless-one/pywerview","A (partial) Python rewriting of PowerSploit's PowerView","https://github.com/the-useless-one/pywerview","Python","986","122","2016-07-06T13:25:09Z","2025-05-12T02:27:47Z"
"CasperGN/ActiveDirectoryEnumeration","Enumerate AD through LDAP with a collection of helpfull scripts being bundled","https://github.com/CasperGN/ActiveDirectoryEnumeration","Python","144","40","2020-03-05T18:41:59Z","2025-05-14T05:21:20Z"
"stephenbradshaw/vulnserver","Vulnerable server used for learning software exploitation","https://github.com/stephenbradshaw/vulnserver","C","1047","262","2014-05-25T05:43:33Z","2025-05-11T07:14:39Z"
"jwardsmith/jwardsmith",,"https://github.com/jwardsmith/jwardsmith",,"1","0","2021-07-18T01:55:59Z","2023-08-11T07:17:00Z"
"l0ss/Grouper2","Find vulnerabilities in AD Group Policy","https://github.com/l0ss/Grouper2",,"639","82","2018-11-08T05:38:22Z","2025-05-08T12:01:21Z"
"rahuldkjain/github-profile-readme-generator","­ƒÜÇ Generate GitHub profile README easily with the latest add-ons like visitors count, GitHub stats, etc using minimal UI.","https://github.com/rahuldkjain/github-profile-readme-generator","JavaScript","22812","7589","2020-07-15T11:20:48Z","2025-05-18T12:03:26Z"
"leechristensen/SpoolSample","PoC tool to coerce Windows hosts authenticate to other machines via the MS-RPRN RPC interface.  This is possible via other protocols as well.","https://github.com/leechristensen/SpoolSample","C#","1004","148","2018-10-05T21:55:27Z","2025-05-18T12:38:42Z"
"CyberSecurityUP/OSCE3-Complete-Guide","OSWE, OSEP, OSED, OSEE","https://github.com/CyberSecurityUP/OSCE3-Complete-Guide",,"3162","655","2021-06-16T21:16:32Z","2025-05-17T09:25:58Z"
"MScholtes/PS2EXE","Module to compile powershell scripts to executables","https://github.com/MScholtes/PS2EXE","PowerShell","1424","217","2019-11-08T09:25:02Z","2025-05-17T16:19:54Z"
"ihebski/rs","Reverse shell auto generator used for Hackthebox/OSCP/Pentest/LABExp","https://github.com/ihebski/rs","Python","41","22","2019-01-08T18:34:21Z","2024-12-02T08:36:25Z"
"ihebski/DefaultCreds-cheat-sheet","One place for all the default credentials to assist the Blue/Red teamers identifying devices with default password ­ƒøí´©Å","https://github.com/ihebski/DefaultCreds-cheat-sheet","Python","6089","728","2021-01-01T19:02:36Z","2025-05-18T01:46:30Z"
"mattifestation/PSSysmonTools","Sysmon Tools for PowerShell","https://github.com/mattifestation/PSSysmonTools","PowerShell","229","52","2017-12-25T15:39:12Z","2025-01-30T09:21:39Z"
"mattifestation/WMI_Backdoor","A PoC WMI backdoor presented at Black Hat 2015","https://github.com/mattifestation/WMI_Backdoor","PowerShell","273","91","2015-08-05T20:01:54Z","2025-02-03T11:40:07Z"
"mattifestation/PowerShellArsenal","A PowerShell Module Dedicated to Reverse Engineering","https://github.com/mattifestation/PowerShellArsenal","PowerShell","871","203","2014-11-16T15:20:17Z","2025-05-14T15:09:59Z"
"S3cur3Th1sSh1t/Creds","Some usefull Scripts and Executables for Pentest & Forensics","https://github.com/S3cur3Th1sSh1t/Creds","PowerShell","1116","240","2017-05-05T07:27:25Z","2025-05-18T11:02:05Z"
"S3cur3Th1sSh1t/Amsi-Bypass-Powershell","This repo contains some Amsi Bypass methods i found on different Blog Posts.","https://github.com/S3cur3Th1sSh1t/Amsi-Bypass-Powershell",,"1909","311","2019-05-14T06:09:25Z","2025-05-18T11:51:44Z"
"S3cur3Th1sSh1t/WinPwn","Automation for internal Windows Penetrationtest / AD-Security","https://github.com/S3cur3Th1sSh1t/WinPwn","PowerShell","3488","535","2018-03-07T12:51:25Z","2025-05-18T10:07:47Z"
"HarmJ0y/CheatSheets","Cheat sheets for various projects.","https://github.com/HarmJ0y/CheatSheets",,"1054","207","2015-12-01T17:50:15Z","2025-05-08T15:39:36Z"
"1N3/Sn1per","Attack Surface Management Platform","https://github.com/1N3/Sn1per","Shell","8733","1918","2015-09-06T15:47:38Z","2025-05-18T11:24:04Z"
"p3nt4/PowerShdll","Run PowerShell with rundll32. Bypass software restrictions.","https://github.com/p3nt4/PowerShdll","C#","1799","257","2016-07-15T00:08:32Z","2025-05-17T00:03:18Z"
"TarlogicSecurity/kerbrute","An script to perform kerberos bruteforcing by using impacket","https://github.com/TarlogicSecurity/kerbrute","Python","448","75","2019-05-13T13:17:18Z","2025-05-15T06:06:27Z"
"FSecureLABS/SharpGPOAbuse","SharpGPOAbuse is a .NET application written in C# that can be used to take advantage of a user's edit rights on a Group Policy Object (GPO) in order to compromise the objects that are controlled by that GPO.","https://github.com/FSecureLABS/SharpGPOAbuse","C#","1173","146","2019-04-01T12:10:25Z","2025-05-17T14:27:49Z"
"SigmaHQ/sigma","Main Sigma Rule Repository","https://github.com/SigmaHQ/sigma","Python","9201","2339","2016-12-24T09:48:49Z","2025-05-18T03:00:18Z"
"juice-shop/juice-shop","OWASP Juice Shop: Probably the most modern and sophisticated insecure web application","https://github.com/juice-shop/juice-shop","TypeScript","11227","12887","2014-09-19T14:53:06Z","2025-05-18T10:35:18Z"
"mandiant/capa","The FLARE team's open-source tool to identify capabilities in executable files.","https://github.com/mandiant/capa","Python","5312","603","2020-06-16T21:24:57Z","2025-05-18T10:06:59Z"
