repo_full_name,repo_url,description,stars,list_name
kunai-project/kunai,https://github.com/kunai-project/kunai,Threat-hunting tool for Linux,842,Threat Hunting
splunk/PEAK,https://github.com/splunk/PEAK,Security Content for the PEAK Threat Hunting Framework,28,Threat Hunting
GossiTheDog/ThreatHunting,https://github.com/GossiTheDog/ThreatHunting,Tools for hunting for threats.,582,Threat Hunting
rastrea2r/rastrea2r,https://github.com/rastrea2r/rastrea2r,Collecting & Hunting for IOCs with gusto and style,238,Threat Hunting
Infocyte/PSHunt,https://github.com/Infocyte/PSHunt,Powershell Threat Hunting Module,283,Threat Hunting
ahmedkhlief/APT-Hunter,https://github.com/ahmedkhlief/APT-Hunter,APT-Hunter is Threat Hunting tool for windows event logs which made by purple team mindset to provide detect APT movements hidden in the sea of windows event logs to decrease the time to uncover suspicious activity,1336,Threat Hunting
ethack/tht,https://github.com/ethack/tht,"Threat Hunting Toolkit is a Swiss Army knife for threat hunting, log processing, and security-focused data science",137,Threat Hunting
Yamato-Security/hayabusa,https://github.com/Yamato-Security/hayabusa,Hayabusa (隼) is a sigma-based threat hunting and fast forensics timeline generator for Windows event logs.,2607,Threat Hunting
matanolabs/matano,https://github.com/matanolabs/matano,"Open source security data lake for threat hunting, detection & response, and cybersecurity analytics at petabyte scale on AWS",1556,Threat Hunting
mvelazc0/Oriana,https://github.com/mvelazc0/Oriana,"Oriana is a threat hunting tool that leverages a subset of Windows events to build relationships, calculate totals and run analytics. The results are presented in a Web layer to help defenders identify outliers and suspicious behavior on corporate environments.",180,Threat Hunting
redhuntlabs/RedHunt-OS,https://github.com/redhuntlabs/RedHunt-OS,Virtual Machine for Adversary Emulation and Threat Hunting,1274,Threat Hunting
paladin316/ThreatHunting,https://github.com/paladin316/ThreatHunting,This repo is where I store my Threat Hunting ideas/content,87,Threat Hunting
west-wind/Threat-Hunting-With-Splunk,https://github.com/west-wind/Threat-Hunting-With-Splunk,Awesome Splunk SPL hunt queries that can be used to detect the latest vulnerability exploitation attempts & subsequent compromise,63,Threat Hunting
inodee/threathunting-spl,https://github.com/inodee/threathunting-spl,Splunk code (SPL) for serious threat hunters and detection engineers.,276,Threat Hunting
mandiant/thiri-notebook,https://github.com/mandiant/thiri-notebook,The Threat Hunting In Rapid Iterations (THIRI) Jupyter notebook is designed as a research aide to let you rapidly prototype threat hunting rules.,155,Threat Hunting
netevert/sentinel-attack,https://github.com/netevert/sentinel-attack,Tools to rapidly deploy a threat hunting capability on Azure Sentinel that leverages Sysmon and MITRE ATT&CK,1068,Threat Hunting
ThreatHuntingProject/hunter,https://github.com/ThreatHuntingProject/hunter,"A threat hunting / data analysis environment based on Python, Pandas, PySpark and Jupyter Notebook.",246,Threat Hunting
JPCERTCC/LogonTracer,https://github.com/JPCERTCC/LogonTracer,Investigate malicious Windows logon by visualizing and analyzing Windows event log,2883,Threat Hunting
A3sal0n/CyberThreatHunting,https://github.com/A3sal0n/CyberThreatHunting,A collection of resources for Threat Hunters,882,Threat Hunting
Cyb3rWard0g/HELK,https://github.com/Cyb3rWard0g/HELK,The Hunting ELK,3830,Threat Hunting
OTRF/ThreatHunter-Playbook,https://github.com/OTRF/ThreatHunter-Playbook,"A community-driven, open-source project to share detection logic, adversary tradecraft and resources to make detection development more efficient.",4212,Threat Hunting
ThreatHuntingProject/ThreatHunting,https://github.com/ThreatHuntingProject/ThreatHunting,An informational repo about hunting for adversaries in your IT environment.,1780,Threat Hunting
olafhartong/ThreatHunting,https://github.com/olafhartong/ThreatHunting,A Splunk app mapped to MITRE ATT&CK to guide your threat hunts,1156,Threat Hunting
vertexproject/synapse,https://github.com/vertexproject/synapse,Synapse Central Intelligence System,407,Threat Intelligence
gfek/Hunting-New-Registered-Domains,https://github.com/gfek/Hunting-New-Registered-Domains,Hunting Newly Registered Domains,220,Threat Intelligence
0xDanielLopez/TweetFeed,https://github.com/0xDanielLopez/TweetFeed,"TweetFeed collects Indicators of Compromise (IOCs) shared by the infosec community at Twitter. Here you will find malicious URLs, domains, IPs, and SHA256/MD5 hashes.",559,Threat Intelligence
Te-k/harpoon,https://github.com/Te-k/harpoon,CLI tool for open source and threat intelligence,1208,Threat Intelligence
pan-unit42/iocs,https://github.com/pan-unit42/iocs,Indicators from Unit 42 Public Reports,711,Threat Intelligence
BushidoUK/Open-source-tools-for-CTI,https://github.com/BushidoUK/Open-source-tools-for-CTI,Public Repository of Open Source Tools for Cyber Threat Intelligence Analysts and Researchers,673,Threat Intelligence
j3ssie/metabigor,https://github.com/j3ssie/metabigor,OSINT tools and more but without API key,1332,Threat Intelligence
mlsecproject/combine,https://github.com/mlsecproject/combine,Tool to gather Threat Intelligence indicators from publicly available sources,659,Threat Intelligence
tenzir/threatbus,https://github.com/tenzir/threatbus,🚌 Threat Bus – A threat intelligence dissemination layer for open-source security tools.,261,Threat Intelligence
intelowlproject/IntelOwl,https://github.com/intelowlproject/IntelOwl,IntelOwl: manage your Threat Intelligence at scale,4121,Threat Intelligence
OpenCTI-Platform/opencti,https://github.com/OpenCTI-Platform/opencti,Open Cyber Threat Intelligence Platform,7302,Threat Intelligence
microsoft/msticpy,https://github.com/microsoft/msticpy,Microsoft Threat Intelligence Security Tools,1860,Threat Intelligence
hslatman/awesome-threat-intelligence,https://github.com/hslatman/awesome-threat-intelligence,A curated list of Awesome Threat Intelligence resources,8792,Threat Intelligence
sophoslabs/IoCs,https://github.com/sophoslabs/IoCs,Sophos-originated indicators-of-compromise from published reports,587,Threat Intelligence
mandiant/iocs,https://github.com/mandiant/iocs,FireEye Publicly Shared Indicators of Compromise (IOCs),464,Threat Intelligence
mitre/cti,https://github.com/mitre/cti,Cyber Threat Intelligence Repository expressed in STIX 2.0,1851,Threat Intelligence
curated-intel/Log4Shell-IOCs,https://github.com/curated-intel/Log4Shell-IOCs,A collection of intelligence about Log4Shell and its exploitation activity. ,184,Threat Intelligence
curated-intel/Ukraine-Cyber-Operations,https://github.com/curated-intel/Ukraine-Cyber-Operations,Curated Intelligence is working with analysts from around the world to provide useful information to organisations in Ukraine looking for additional free threat intelligence. Slava Ukraini. Glory to Ukraine.,926,Threat Intelligence
MISP/MISP,https://github.com/MISP/MISP,MISP (core software) - Open Source Threat Intelligence and Sharing Platform,5703,Threat Intelligence
StrangerealIntel/DailyIOC,https://github.com/StrangerealIntel/DailyIOC,"IOC from articles, tweets for archives",313,Threat Intelligence
winapps-org/winapps,https://github.com/winapps-org/winapps," Run Windows apps such as Microsoft Office/Adobe in Linux (Ubuntu/Fedora) and GNOME/KDE as if they were a part of the native OS, including Nautilus integration. Hard fork of https://github.com/Fmstrat/winapps/",2387,Utilities
StreisandEffect/streisand,https://github.com/StreisandEffect/streisand,"Streisand sets up a new server running your choice of WireGuard, OpenConnect, OpenSSH, OpenVPN, Shadowsocks, sslh, Stunnel, or a Tor bridge. It also generates custom instructions for all of these services. At the end of the run you are given an HTML file with instructions that can be shared with friends, family members, and fellow activists.",23313,Utilities
lencx/ChatGPT,https://github.com/lencx/ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",53765,Utilities
nccgroup/GTFOBLookup,https://github.com/nccgroup/GTFOBLookup,"Offline command line lookup utility for GTFOBins (https://github.com/GTFOBins/GTFOBins.github.io), LOLBAS (https://github.com/LOLBAS-Project/LOLBAS), WADComs (https://wadcoms.github.io), and HijackLibs (https://hijacklibs.net/).",280,Utilities
Syslifters/HackTheBox-Reporting,https://github.com/Syslifters/HackTheBox-Reporting,"Hack The Box CPTS, CBBH Exam and Lab Reporting / Note-Taking Tool",210,Utilities
Ileriayo/markdown-badges,https://github.com/Ileriayo/markdown-badges,"Badges for your personal developer branding, profile, and projects.",14794,Utilities
hashicorp/vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",32404,Utilities
StevenBlack/hosts,https://github.com/StevenBlack/hosts,"🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories.",28098,Utilities
s0md3v/Decodify,https://github.com/s0md3v/Decodify,"Detect and decode encoded strings, recursively.",891,Utilities
coder/code-server,https://github.com/coder/code-server,VS Code in the browser,71727,Utilities
mitre-attack/mitreattack-python,https://github.com/mitre-attack/mitreattack-python,A python module for working with ATT&CK,545,Utilities
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,:zap: Dynamically generated stats for your github readmes,73298,Utilities
lowlighter/metrics,https://github.com/lowlighter/metrics,"📊 An infographics generator with 30+ plugins and 300+ options to display stats about your GitHub account and render them as SVG, Markdown, PDF or JSON!",14757,Utilities
astralapp/astral,https://github.com/astralapp/astral,Organize Your GitHub Stars With Ease,3332,Utilities
tomnomnom/anew,https://github.com/tomnomnom/anew,"A tool for adding new lines to files, skipping duplicates",1519,Utilities
owerdogan/wallpapers-for-kali,https://github.com/owerdogan/wallpapers-for-kali,Recolored Kali Linux wallpapers,125,Utilities
tmux/tmux,https://github.com/tmux/tmux,tmux source code,37451,Utilities
archcraft-os/archcraft-wallpapers,https://github.com/archcraft-os/archcraft-wallpapers, // Packages : Wallpapers,86,Utilities
Kart1keya/Hachi,https://github.com/Kart1keya/Hachi,This tool maps a file's behavior on MITRE ATT&CK matrix.,59,Utilities
Ge0rg3/sans-index-creator,https://github.com/Ge0rg3/sans-index-creator,Tools to automatically create a SANS index based off the course pdf files.,100,Utilities
AustralianCyberSecurityCentre/constellation_cyber_plugins,https://github.com/AustralianCyberSecurityCentre/constellation_cyber_plugins,The ACSC CyberTools Plugins are build upon the functionality of the Constellation data visualisation platform to deliver enrichments suited the cyber security community,26,Utilities
mtrojnar/osslsigncode,https://github.com/mtrojnar/osslsigncode,OpenSSL based Authenticode signing for PE/MSI/Java CAB files,882,Utilities
sgan81/apfs-fuse,https://github.com/sgan81/apfs-fuse,FUSE driver for APFS (Apple File System),1917,Utilities
EvotecIT/VirusTotalAnalyzer,https://github.com/EvotecIT/VirusTotalAnalyzer,PowerShell module that intearacts with the VirusTotal service using a VirusTotal API (free),55,Utilities
libyal/libevtx,https://github.com/libyal/libevtx,Library and tools to access the Windows XML Event Log (EVTX) format,201,Utilities
williballenthin/python-evtx,https://github.com/williballenthin/python-evtx,Pure Python parser for Windows Event Log files (.evtx),742,Utilities
awslabs/athena-glue-service-logs,https://github.com/awslabs/athena-glue-service-logs,Glue scripts for converting AWS Service Logs for use in Athena,141,Utilities
dfirtrack/dfirtrack,https://github.com/dfirtrack/dfirtrack,DFIRTrack - The Incident Response Tracking Application,498,Utilities
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,23906,Utilities
refractionPOINT/limacharlie,https://github.com/refractionPOINT/limacharlie,"Old home of LimaCharlie, open source EDR",30,Utilities
mattnotmax/cyberchef-recipes,https://github.com/mattnotmax/cyberchef-recipes,A list of cyber-chef recipes and curated links,2080,Utilities
MHaggis/sysmon-splunk-app,https://github.com/MHaggis/sysmon-splunk-app,Sysmon Splunk App,47,Utilities
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,52403,Utilities
zodiacon/AllTools,https://github.com/zodiacon/AllTools,All reasonably stable tools,1262,Utilities
center-for-threat-informed-defense/attack-workbench-frontend,https://github.com/center-for-threat-informed-defense/attack-workbench-frontend,"An application allowing users to explore, create, annotate, and share extensions of the MITRE ATT&CK® knowledge base. This repository contains an Angular-based web application providing the user interface for the ATT&CK Workbench application.",356,Utilities
mitre-attack/attack-navigator,https://github.com/mitre-attack/attack-navigator,Web app that provides basic navigation and annotation of ATT&CK matrices,2138,Utilities
waf/CSharpRepl,https://github.com/waf/CSharpRepl,"A command line C# REPL with syntax highlighting – explore the language, libraries and nuget packages interactively.",3100,Utilities
microsoft/Windows-driver-samples,https://github.com/microsoft/Windows-driver-samples,This repo contains driver samples prepared for use with Microsoft Visual Studio and the Windows Driver Kit (WDK). It contains both Universal Windows Driver and desktop-only driver samples.,7303,Utilities
microsoft/Windows-classic-samples,https://github.com/microsoft/Windows-classic-samples,This repo contains samples that demonstrate the API used in Windows classic desktop applications.,5316,Utilities
magicsword-io/LOLBASline,https://github.com/magicsword-io/LOLBASline,Baseline a Windows System against LOLBAS,27,Utilities
fleetdm/fleet,https://github.com/fleetdm/fleet,"Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)",4993,Utilities
daveherrald/SA_plaso-app-for-splunk,https://github.com/daveherrald/SA_plaso-app-for-splunk,,15,Utilities
sublime-security/sublime-platform,https://github.com/sublime-security/sublime-platform,"A free and open platform for detecting and preventing email attacks like BEC, malware, and credential phishing. Gain visibility and control, hunt for advanced threats, collaborate with the community, and write detections-as-code.",210,Utilities
Shuffle/Shuffle,https://github.com/Shuffle/Shuffle,Shuffle: A general purpose security automation platform. Our focus is on collaboration and resource sharing.,1945,Utilities
airbnb/streamalert,https://github.com/airbnb/streamalert,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data from any environment, using datasources and alerting logic you define.",2868,Utilities
Yelp/elastalert,https://github.com/Yelp/elastalert,Easy & Flexible Alerting With ElasticSearch,8017,Utilities
tenzir/tenzir,https://github.com/tenzir/tenzir,Tenzir is the data pipeline engine for security teams.,675,Utilities
brimdata/zui,https://github.com/brimdata/zui,Zui is a powerful desktop application for exploring and working with data. The official front-end to the Zed lake.,1843,Utilities
Netflix/dispatch,https://github.com/Netflix/dispatch,"All of the ad-hoc things you're doing to manage incidents today, done for you, and much more!",5744,Utilities
OTRF/ATTACK-Python-Client,https://github.com/OTRF/ATTACK-Python-Client,Python Script to access ATT&CK content available in STIX via a public TAXII server,565,Utilities
winsiderss/phnt,https://github.com/winsiderss/phnt,Native API header files for the System Informer project.,1175,Utilities
TheWover/Manager,https://github.com/TheWover/Manager,Library of tools and examples for loading/bootstrapping managed code from unmanaged code in .NET,63,Utilities
dotnet/pinvoke,https://github.com/dotnet/pinvoke,A library containing all P/Invoke code so you don't have to import it every time. Maintained and updated to support the latest Windows OS.,2149,Utilities
TheWover/DInvoke,https://github.com/TheWover/DInvoke,Dynamically invoke arbitrary unmanaged code from managed code without PInvoke.,742,Utilities
dracula/dracula-theme,https://github.com/dracula/dracula-theme,🧛🏻‍♂️ One theme. All platforms.,22973,Utilities
java-decompiler/jd-gui,https://github.com/java-decompiler/jd-gui,A standalone Java Decompiler GUI,14504,Utilities
mdecrevoisier/Splunk-input-windows-baseline,https://github.com/mdecrevoisier/Splunk-input-windows-baseline,Provides an advanced input.conf file for Windows and 3rd party related software with more than 70 different event log mapped to the MITRE Att&CK,90,Utilities
splunk/rba,https://github.com/splunk/rba,"RBA is Splunk's method to aggregate low-fidelity security events as interesting observations tagged with security metadata to create high-fidelity, low-volume alerts.",53,Utilities
splunk/botsv1,https://github.com/splunk/botsv1,,394,Utilities
cisagov/decider,https://github.com/cisagov/decider,"A web application that assists network defenders, analysts, and researchers in the process of mapping adversary behaviors to the MITRE ATT&CK® framework.",1180,Utilities
ehrishirajsharma/SwiftnessX,https://github.com/ehrishirajsharma/SwiftnessX,A cross-platform note-taking & target-tracking app for penetration testers.,907,Utilities
andrew-d/static-binaries,https://github.com/andrew-d/static-binaries,Various *nix tools built as statically-linked binaries,3357,Utilities
arscan/encom-boardroom,https://github.com/arscan/encom-boardroom,📈 Web tribute to the Tron: Legacy Boardroom Scene,2272,Utilities
AdmiralSYN-ACKbar/bulkcheck,https://github.com/AdmiralSYN-ACKbar/bulkcheck,"Script for running bulk checks via https://www.abuseipdb.com/. Available in Powershell with WinForms GUI, Python with Tkinter GUI and BASH.",129,Utilities
SamuelTulach/VirusTotalUploader,https://github.com/SamuelTulach/VirusTotalUploader,C# Open-Source Winforms application for uploading files to VirusTotal,1275,Utilities
DavidXanatos/TaskExplorer,https://github.com/DavidXanatos/TaskExplorer,Power full Task Manager,1068,Utilities
nsacyber/Windows-Secure-Host-Baseline,https://github.com/nsacyber/Windows-Secure-Host-Baseline,Configuration guidance for implementing the Windows 10 and Windows Server 2016 DoD Secure Host Baseline settings. #nsacyber,1565,Utilities
nsacyber/unfetter,https://github.com/nsacyber/unfetter,Identifies defensive gaps in security posture by leveraging Mitre's ATT&CK framework. #nsacyber,163,Utilities
TheHive-Project/Cortex,https://github.com/TheHive-Project/Cortex,Cortex: a Powerful Observable Analysis and Active Response Engine,1424,Utilities
MBCProject/mbc-markdown,https://github.com/MBCProject/mbc-markdown,MBC content in markdown,444,Utilities
PowerShell/PSReadLine,https://github.com/PowerShell/PSReadLine,A bash inspired readline implementation for PowerShell,3943,Utilities
vysecurity/CobaltSplunk,https://github.com/vysecurity/CobaltSplunk,Splunk Dashboard for CobaltStrike logs,89,Utilities
outflanknl/RedELK,https://github.com/outflanknl/RedELK,Red Team's SIEM - tool for Red Teams used for tracking and alarming about Blue Team activities as well as better usability in long term operations.,2460,Utilities
coffeegist/cat-sites,https://github.com/coffeegist/cat-sites,Library of sites for categorization,26,Utilities
arlolra/meek,https://github.com/arlolra/meek,https://git.torproject.org/pluggable-transports/meek.git,113,Utilities
0sm0s1z/Voltaire,https://github.com/0sm0s1z/Voltaire,Web application to create indexes for GIAC certification examinations.,141,Utilities
Velocidex/c-aff4,https://github.com/Velocidex/c-aff4,An AFF4 C++ implementation. ,200,Utilities
Tulpep/SDelete-Gui,https://github.com/Tulpep/SDelete-Gui,Secure delete files with right click. GUI for Sysinternals SDelete tool,244,Utilities
sketchymoose/UrlCheckerScript,https://github.com/sketchymoose/UrlCheckerScript,Script for querying VirusTotal for multiple domain/IPs history and parsing for malicious hits,9,Utilities
clairmont32/VirusTotal-Tools,https://github.com/clairmont32/VirusTotal-Tools,Submits multiple domains to VirusTotal API,60,Utilities
cammurray/orca,https://github.com/cammurray/orca,The Microsoft Defender for Office 365 Recommended Configuration Analyzer (ORCA),334,Utilities
mozilla/fxa-password-strength-checker,https://github.com/mozilla/fxa-password-strength-checker,Utility library for checking the strength of a user's password,10,Utilities
yunchih/static-binaries,https://github.com/yunchih/static-binaries,A set of commonly-used static binaries,184,Utilities
microsoft/etl2pcapng,https://github.com/microsoft/etl2pcapng,Utility that converts an .etl file containing a Windows network packet capture into .pcapng format.,679,Utilities
gchq/CyberChef,https://github.com/gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",31241,Utilities
kautukkundan/Awesome-Profile-README-templates,https://github.com/kautukkundan/Awesome-Profile-README-templates,A collection of awesome readme templates to display on your profile,10984,Utilities
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,67819,Utilities
korosuke613/gh-user-stars,https://github.com/korosuke613/gh-user-stars,Displays an interactive and searchable list of your GitHub starred repositories,163,Utilities
rahuldkjain/github-profile-readme-generator,https://github.com/rahuldkjain/github-profile-readme-generator,"🚀 Generate GitHub profile README easily with the latest add-ons like visitors count, GitHub stats, etc using minimal UI.",22812,Utilities
MScholtes/PS2EXE,https://github.com/MScholtes/PS2EXE,Module to compile powershell scripts to executables,1424,Utilities
ComplianceAsCode/content,https://github.com/ComplianceAsCode/content,"Security automation content in SCAP, Bash, Ansible, and other formats",2432,Utilities
JohnHammond/ignition_key,https://github.com/JohnHammond/ignition_key,This is a small BASH script to quickly setup all the tools I would want and need on a new machine.,148,Utilities
doomemacs/doomemacs,https://github.com/doomemacs/doomemacs,An Emacs framework for the stubborn martian hacker,20430,Utilities
torvalds/linux,https://github.com/torvalds/linux,Linux kernel source tree,193718,Utilities
bestpractical/rtir,https://github.com/bestpractical/rtir,,135,Utilities
nshalabi/ATTACK-Tools,https://github.com/nshalabi/ATTACK-Tools,Utilities for MITRE™ ATT&CK,1029,Utilities
joda32/owa-honeypot,https://github.com/joda32/owa-honeypot,A basic flask based Outlook Web Honey pot,65,Utilities
byt3bl33d3r/cmd2powershell,https://github.com/byt3bl33d3r/cmd2powershell,Converts a command to a base64 powershell compatible string,26,Utilities
spenkk/dotfiles-arch,https://github.com/spenkk/dotfiles-arch,Arch Linux with i3 gaps setup,3,Utilities
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",42194,Utilities
polybar/polybar,https://github.com/polybar/polybar,A fast and easy-to-use status bar,14586,Utilities
Optixal/dotfiles,https://github.com/Optixal/dotfiles,:computer: :rice: :white_square_button: :black_square_button: My riced-up Kali dotfiles – off-white | dark leet | chrome lambo,98,Utilities
Roboron3042/Cyberpunk-Neon,https://github.com/Roboron3042/Cyberpunk-Neon,"Cyberpunk Neon Themes for KDE Plasma, GTK, Telegram, Tilix, Vim, Zim and more.",729,Utilities
darkoperator/Posh-VirusTotal,https://github.com/darkoperator/Posh-VirusTotal,PowerShell Module to interact with VirusTotal,119,Utilities
maguowei/starred,https://github.com/maguowei/starred,creating your own Awesome List by GitHub stars!,1712,Utilities
jwardsmith/STARCHIVE,https://github.com/jwardsmith/STARCHIVE,"Organise and export your GitHub starred repositories — with list support, categorisation, and CSV output.",1,Utilities
mandiant/commando-vm,https://github.com/mandiant/commando-vm,"Complete Mandiant Offensive VM (Commando VM), a fully customizable Windows-based pentesting virtual machine distribution. commandovm@mandiant.com",7210,VMs/Labs
lxc/distrobuilder,https://github.com/lxc/distrobuilder,System container image builder for LXC and Incus,694,VMs/Labs
archcraft-os/archcraft-xfce,https://github.com/archcraft-os/archcraft-xfce,// Profile : XFCE,34,VMs/Labs
cyberdefenders/DetectionLabELK,https://github.com/cyberdefenders/DetectionLabELK,DetectionLabELK is a fork from DetectionLab with ELK stack instead of Splunk.,558,VMs/Labs
pluralsight/PS-AutoLab-Env,https://github.com/pluralsight/PS-AutoLab-Env,A PowerShell module for creating lab configurations using Lability and Desired State Configuration. Look at README.md for more information.,271,VMs/Labs
moloch--/RootTheBox,https://github.com/moloch--/RootTheBox,A Game of Hackers (CTF Scoreboard & Game Manager),995,VMs/Labs
webpwnized/mutillidae,https://github.com/webpwnized/mutillidae,"OWASP Mutillidae II is a free, open-source, deliberately vulnerable web application providing a target for web-security training. This is an easy-to-use web hacking environment designed for labs, security enthusiasts, classrooms, CTF, and vulnerability assessment tool targets.",1360,VMs/Labs
OWASP/SecurityShepherd,https://github.com/OWASP/SecurityShepherd,Web and mobile application security training platform,1381,VMs/Labs
RedTeamOperations/Red-Infra-Craft,https://github.com/RedTeamOperations/Red-Infra-Craft,"RedInfraCraft automates the deployment of powerful red team infrastructures! It streamlines the setup of C2s, makes it easy to create advanced phishing & payload infras",143,VMs/Labs
mitre/brawl-public-game-001,https://github.com/mitre/brawl-public-game-001,Data from a BRAWL Automated Adversary Emulation Exercise,206,VMs/Labs
op7ic/BlueTeam.Lab,https://github.com/op7ic/BlueTeam.Lab,Blue Team detection lab created with Terraform and Ansible in Azure. ,155,VMs/Labs
sbousseaden/PCAP-ATTACK,https://github.com/sbousseaden/PCAP-ATTACK,PCAP Samples for Different Post Exploitation Techniques ,359,VMs/Labs
pan-unit42/Wireshark-quizzes,https://github.com/pan-unit42/Wireshark-quizzes,Packet captures of malicious traffic for analysis using Wireshark,58,VMs/Labs
digininja/DVWA,https://github.com/digininja/DVWA,Damn Vulnerable Web Application (DVWA),11201,VMs/Labs
WebGoat/WebGoat,https://github.com/WebGoat/WebGoat,WebGoat is a deliberately insecure application,7484,VMs/Labs
AutomatedLab/AutomatedLab,https://github.com/AutomatedLab/AutomatedLab,"AutomatedLab is a provisioning solution and framework that lets you deploy complex labs on HyperV and Azure with simple PowerShell scripts. It supports all Windows operating systems from 2008 R2 to 2022, some Linux distributions and various products like AD, Exchange, PKI, IIS, etc.",2089,VMs/Labs
microsoft/MSLab,https://github.com/microsoft/MSLab,"Azure Stack HCI, Windows 10 and Windows Server rapid lab deployment scripts",1266,VMs/Labs
Qonfused/OSX-Hyper-V,https://github.com/Qonfused/OSX-Hyper-V,OpenCore configuration for running macOS on Windows Hyper-V.,390,VMs/Labs
splunk/botsv3,https://github.com/splunk/botsv3,Splunk Boss of the SOC version 3 dataset.,340,VMs/Labs
blacktop/docker-ghidra,https://github.com/blacktop/docker-ghidra,Ghidra Client/Server Docker Image,220,VMs/Labs
iknowjason/Awesome-CloudSec-Labs,https://github.com/iknowjason/Awesome-CloudSec-Labs,"Awesome free cloud native security learning labs.  Includes CTF, self-hosted workshops, guided vulnerability labs, and research labs. ",1630,VMs/Labs
mandiant/Azure_Workshop,https://github.com/mandiant/Azure_Workshop,,613,VMs/Labs
RhinoSecurityLabs/cloudgoat,https://github.com/RhinoSecurityLabs/cloudgoat,"CloudGoat is Rhino Security Labs' ""Vulnerable by Design"" AWS deployment tool",3216,VMs/Labs
teamdfir/sift,https://github.com/teamdfir/sift,SIFT,506,VMs/Labs
mandiant/VM-Packages,https://github.com/mandiant/VM-Packages,Chocolatey packages supporting the analysis environment projects FLARE-VM & Commando VM.,177,VMs/Labs
Security-Onion-Solutions/securityonion,https://github.com/Security-Onion-Solutions/securityonion,"Security Onion is a free and open platform for threat hunting, enterprise security monitoring, and log management. It includes our own interfaces for alerting, dashboards, hunting, PCAP, detections, and case management. It also includes other tools such as osquery, CyberChef, Elasticsearch, Logstash, Kibana, Suricata, and Zeek.",3702,VMs/Labs
Orange-Cyberdefense/GOAD,https://github.com/Orange-Cyberdefense/GOAD,game of active directory,6389,VMs/Labs
thomaspatzke/elk-detection-lab,https://github.com/thomaspatzke/elk-detection-lab,An ELK environment containing interesting security datasets.,137,VMs/Labs
mvelazc0/BadZure,https://github.com/mvelazc0/BadZure,"BadZure orchestrates the setup of Azure AD tenants, populating them with diverse entities while also introducing common security misconfigurations to create vulnerable tenants with multiple attack paths.",457,VMs/Labs
philhagen/sof-elk,https://github.com/philhagen/sof-elk,Configuration files for the SOF-ELK VM,1586,VMs/Labs
spender-sandbox/cuckoo-modified,https://github.com/spender-sandbox/cuckoo-modified,Modified edition of cuckoo,399,VMs/Labs
outflanknl/Invoke-ADLabDeployer,https://github.com/outflanknl/Invoke-ADLabDeployer,Automated deployment of Windows and Active Directory test lab networks. Useful for red and blue teams.,488,VMs/Labs
ubeeri/Invoke-UserSimulator,https://github.com/ubeeri/Invoke-UserSimulator,Simulates common user behaviour on local and remote Windows hosts.,282,VMs/Labs
jaredhaight/WindowsAttackAndDefenseLab,https://github.com/jaredhaight/WindowsAttackAndDefenseLab,,169,VMs/Labs
boxcutter/windows,https://github.com/boxcutter/windows,Virtual machine templates for Windows written in legacy JSON and Batch Scripting/JScript,755,VMs/Labs
xbufu/ADLab,https://github.com/xbufu/ADLab,Custom PowerShell module to setup an Active Directory lab environment to practice penetration testing.,176,VMs/Labs
alebov/AD-lab,https://github.com/alebov/AD-lab,An active directory laboratory for penetration testing.,131,VMs/Labs
rgl/windows-domain-controller-vagrant,https://github.com/rgl/windows-domain-controller-vagrant,Example Windows Domain Controller,140,VMs/Labs
cliffe/SecGen,https://github.com/cliffe/SecGen,Create randomly insecure VMs,2677,VMs/Labs
chryzsh/DarthSidious,https://github.com/chryzsh/DarthSidious,Building an Active Directory domain and hacking it,652,VMs/Labs
ffffffff0x/f8x,https://github.com/ffffffff0x/f8x,红/蓝队环境自动化部署工具 | Red/Blue team environment automation deployment tool,1930,VMs/Labs
archcraft-os/archcraft,https://github.com/archcraft-os/archcraft,// Source : ISO,3258,VMs/Labs
mandiant/flare-vm,https://github.com/mandiant/flare-vm,A collection of software installations scripts for Windows systems that allows you to easily setup and maintain a reverse engineering environment on a VM.,7270,VMs/Labs
stephenbradshaw/vulnserver,https://github.com/stephenbradshaw/vulnserver,Vulnerable server used for learning software exploitation,1047,VMs/Labs
juice-shop/juice-shop,https://github.com/juice-shop/juice-shop,OWASP Juice Shop: Probably the most modern and sophisticated insecure web application,11227,VMs/Labs
